"Date","Value"
"09/14/2015",45.87
"09/15/2015",45.91
"09/16/2015",49.35
"09/17/2015",48.27
"09/18/2015",47.28
"09/21/2015",47.64
"09/22/2015",46.69
"09/23/2015",48
"09/24/2015",47.06
"09/25/2015",47.28
"09/28/2015",46.04
"09/29/2015",47.58
"09/30/2015",47.29
"10/01/2015",47.48
"10/02/2015",46.55
"10/05/2015",49.45
"10/06/2015",51.34
"10/07/2015",51.66
"10/08/2015",52.13
"10/09/2015",52.08
"10/12/2015",50.95
"10/13/2015",48.94
"10/14/2015",48.25
"10/15/2015",47.87
"10/16/2015",48.96
"10/19/2015",47.51
"10/20/2015",46.93
"10/21/2015",46.72
"10/22/2015",46.59
"10/23/2015",46.3
"10/26/2015",46.57
"10/27/2015",45.54
"10/28/2015",47.6
"10/29/2015",48.04
"10/30/2015",48
"11/02/2015",47.91
"11/03/2015",48
"11/04/2015",46.96
"11/05/2015",47.19
"11/06/2015",46.09
"11/09/2015",45.38
"11/10/2015",46.44
"11/11/2015",44.98
"11/12/2015",44.98
"11/13/2015",41.98
"11/16/2015",40.28
"11/17/2015",41.28
"11/18/2015",41.45
"11/19/2015",42.22
"11/20/2015",42.49
"11/23/2015",43.7
"11/24/2015",44.38
"11/25/2015",43.56
"11/26/2015",43.55
"11/27/2015",43.07
"11/30/2015",43.73
"12/01/2015",42.97
"12/02/2015",41.92
"12/03/2015",42
"12/04/2015",41.44
"12/07/2015",39.69
"12/08/2015",39.44
"12/09/2015",39.04
"12/10/2015",38.65
"12/11/2015",36.99
"12/14/2015",36.51
"12/15/2015",37.66
"12/16/2015",36.96
"12/17/2015",36.29
"12/18/2015",36.76
"12/21/2015",35.34
"12/22/2015",35.26
"12/23/2015",35.79
"12/24/2015",37.22
"12/28/2015",37.08
"12/29/2015",36.85
"12/30/2015",35.65
"12/31/2015",36.61
"01/04/2016",36.28
"01/05/2016",35.56
"01/06/2016",33.89
"01/07/2016",33.57
"01/08/2016",31.67
"01/11/2016",30.14
"01/12/2016",29.14
"01/13/2016",28.58
"01/14/2016",28.84
"01/15/2016",28.8
"01/18/2016",27.36
"01/19/2016",27.36
"01/20/2016",26.01
"01/21/2016",27.59
"01/22/2016",30.46
"01/25/2016",29.82
"01/26/2016",30.94
"01/27/2016",31.83
"01/28/2016",33.01
"01/29/2016",33.14
"02/01/2016",32.45
"02/02/2016",30.98
"02/03/2016",32.38
"02/04/2016",32.76
"02/05/2016",32.35
"02/08/2016",31.64
"02/09/2016",30.15
"02/10/2016",29.64
"02/11/2016",28.82
"02/12/2016",31.8
"02/15/2016",33.39
"02/16/2016",31.09
"02/17/2016",33.21
"02/18/2016",33.2
"02/19/2016",31.66
"02/22/2016",33.59
"02/23/2016",31.9
"02/24/2016",31.5
"02/25/2016",32.83
"02/26/2016",35.76
"02/29/2016",35.92
"03/01/2016",35.73
"03/02/2016",36.38
"03/03/2016",35.75
"03/04/2016",37.61
"03/07/2016",39.02
"03/08/2016",39.16
"03/09/2016",40.26
"03/10/2016",38.63
"03/11/2016",39.41
"03/14/2016",38.06
"03/15/2016",37.49
"03/16/2016",38.38
"03/17/2016",39.29
"03/18/2016",39.26
"03/21/2016",39.91
"03/22/2016",40.54
"03/23/2016",38.84
"03/24/2016",38.33
"03/28/2016",38.33
"03/29/2016",36.75
"03/30/2016",36.75
"03/31/2016",36.75
"04/01/2016",36.42
"04/04/2016",36.05
"04/05/2016",35.88
"04/06/2016",37.77
"04/07/2016",37.15
"04/08/2016",40.71
"04/11/2016",41.58
"04/12/2016",43.02
"04/13/2016",42.81
"04/14/2016",43.02
"04/15/2016",41.32
"04/18/2016",41.64
"04/19/2016",43.02
"04/20/2016",43.09
"04/21/2016",43.48
"04/22/2016",43.97
"04/25/2016",42.97
"04/26/2016",43.94
"04/27/2016",44.17
"04/28/2016",45.6
"04/29/2016",45.64
"05/02/2016",45.82
"05/03/2016",43.09
"05/04/2016",43.08
"05/05/2016",44.39
"05/06/2016",44.6
"05/09/2016",42.43
"05/10/2016",44.01
"05/11/2016",46.08
"05/12/2016",46.43
"05/13/2016",47.05
"05/16/2016",48.49
"05/17/2016",48.71
"05/18/2016",48.93
"05/19/2016",47.01
"05/20/2016",48.54
"05/23/2016",47.77
"05/24/2016",48.42
"05/25/2016",48.87
"05/26/2016",49.52
"05/27/2016",49.09
"05/30/2016",49.76
"05/31/2016",49.26
"06/01/2016",48.81
"06/02/2016",49.05
"06/03/2016",48.5
"06/06/2016",48.94
"06/07/2016",49.76
"06/08/2016",50.73
"06/09/2016",50.59
"06/10/2016",49.7
"06/13/2016",49.36
"06/14/2016",47.88
"06/15/2016",47.47
"06/16/2016",45.66
"06/17/2016",46.57
"06/20/2016",48.68
"06/21/2016",48.18
"06/22/2016",48.43
"06/23/2016",48.63
"06/24/2016",46.69
"06/27/2016",45.07
"06/28/2016",46.29
"06/29/2016",48.4
"06/30/2016",48.05
"07/01/2016",47.65
"07/04/2016",48.02
"07/05/2016",45.64
"07/06/2016",45.7
"07/07/2016",45.93
"07/08/2016",44.53
"07/11/2016",44.04
"07/12/2016",46.72
"07/13/2016",44.67
"07/14/2016",46.01
"07/15/2016",46.25
"07/18/2016",45.35
"07/19/2016",45.7
"07/20/2016",45.82
"07/21/2016",44.99
"07/22/2016",44.24
"07/25/2016",43.76
"07/26/2016",43.56
"07/27/2016",42.78
"07/28/2016",41.87
"07/29/2016",40.76
"08/01/2016",40.17
"08/02/2016",40
"08/03/2016",40.45
"08/04/2016",41.33
"08/05/2016",42.47
"08/08/2016",43.24
"08/09/2016",43.37
"08/10/2016",42.19
"08/11/2016",44.23
"08/12/2016",45.12
"08/15/2016",47.31
"08/16/2016",48.27
"08/17/2016",48.58
"08/18/2016",49.46
"08/19/2016",49.39
"08/22/2016",48.1
"08/23/2016",48.7
"08/24/2016",47.56
"08/25/2016",49.25
"08/26/2016",49.66
"08/29/2016",49.66
"08/30/2016",47.94
"08/31/2016",47.94
"09/01/2016",45.05
"09/02/2016",45.96
"09/05/2016",46.72
"09/06/2016",46.21
"09/07/2016",47
"09/08/2016",49.23
"09/09/2016",48.37
"09/12/2016",47.82
"09/13/2016",46.48
"09/14/2016",45.65
"09/15/2016",45.83
"09/16/2016",45.26
"09/19/2016",46.04
"09/20/2016",45.24
"09/21/2016",45.99
"09/22/2016",47.21
"09/23/2016",46.71
"09/26/2016",46.61
"09/27/2016",44.95
"09/28/2016",45.49
"09/29/2016",48.43
"09/30/2016",48.24
"10/03/2016",48.61
"10/04/2016",48.81
"10/05/2016",49.57
"10/06/2016",50.14
"10/07/2016",50.49
"10/10/2016",51.54
"10/11/2016",50.48
"10/12/2016",49.53
"10/13/2016",49.29
"10/14/2016",48.87
"10/17/2016",49.31
"10/18/2016",49.81
"10/19/2016",51.85
"10/20/2016",50.42
"10/21/2016",50.28
"10/24/2016",49.8
"10/25/2016",49.08
"10/26/2016",48.98
"10/27/2016",49.13
"10/28/2016",47.78
"10/31/2016",46.2
"11/01/2016",45.77
"11/02/2016",44.26
"11/03/2016",43.84
"11/04/2016",43.06
"11/07/2016",42.83
"11/08/2016",43.47
"11/09/2016",43.88
"11/10/2016",43.67
"11/11/2016",41.61
"11/14/2016",41.83
"11/15/2016",44.15
"11/16/2016",45.07
"11/17/2016",44.57
"11/18/2016",44.41
"11/21/2016",45.96
"11/22/2016",46.1
"11/23/2016",46.54
"11/24/2016",47.54
"11/25/2016",46.32
"11/28/2016",46.64
"11/29/2016",44.68
"11/30/2016",47.95
"12/01/2016",52.28
"12/02/2016",52.35
"12/05/2016",53.3
"12/06/2016",52.31
"12/07/2016",51.9
"12/08/2016",51.6
"12/09/2016",52.19
"12/12/2016",53.99
"12/13/2016",53.28
"12/14/2016",53.15
"12/15/2016",51.72
"12/16/2016",54.15
"12/19/2016",53.53
"12/20/2016",54.56
"12/21/2016",53.01
"12/22/2016",54.04
"12/23/2016",53.93
"12/27/2016",56.09
"12/28/2016",54.95
"12/29/2016",54.97
"12/30/2016",54.96
"01/02/2017",56.82
"01/03/2017",55.05
"01/04/2017",54.57
"01/05/2017",54.99
"01/06/2017",55.9
"01/09/2017",54.39
"01/10/2017",53.2
"01/11/2017",53.61
"01/12/2017",54.51
"01/13/2017",54.37
"01/16/2017",54.3
"01/17/2017",54.68
"01/18/2017",53.77
"01/19/2017",53.18
"01/20/2017",55.04
"01/23/2017",54.8
"01/24/2017",54.7
"01/25/2017",54.34
"01/26/2017",55.89
"01/27/2017",54.8
"01/30/2017",54.77
"01/31/2017",55.25
"02/01/2017",55.79
"02/02/2017",55.94
"02/03/2017",55.92
"02/06/2017",55.02
"02/07/2017",53.79
"02/08/2017",54.42
"02/09/2017",53.98
"02/10/2017",55.2
"02/13/2017",54.15
"02/14/2017",54.96
"02/15/2017",54.57
"02/16/2017",54.16
"02/17/2017",54.48
"02/20/2017",55.25
"02/21/2017",56.34
"02/22/2017",54.9
"02/23/2017",55.82
"02/24/2017",54.69
"02/27/2017",54.65
"02/28/2017",53.36
"03/01/2017",55.72
"03/02/2017",54.16
"03/03/2017",54.12
"03/06/2017",54.73
"03/07/2017",54.61
"03/08/2017",53.3
"03/09/2017",50.65
"03/10/2017",50.63
"03/13/2017",50.1
"03/14/2017",49.6
"03/15/2017",50.63
"03/16/2017",50.56
"03/17/2017",50.58
"03/20/2017",50.67
"03/21/2017",50.14
"03/22/2017",49.56
"03/23/2017",50.17
"03/24/2017",49.97
"03/27/2017",50.12
"03/28/2017",50.72
"03/29/2017",51.36
"03/30/2017",52.25
"03/31/2017",52.2
"04/03/2017",52.04
"04/04/2017",53.08
"04/05/2017",53.41
"04/06/2017",53.62
"04/07/2017",54.24
"04/10/2017",54.79
"04/11/2017",54.73
"04/12/2017",54.75
"04/13/2017",55.05
"04/17/2017",54.79
"04/18/2017",52.6
"04/19/2017",52.43
"04/20/2017",50.66
"04/21/2017",49.93
"04/24/2017",49.45
"04/25/2017",49.37
"04/26/2017",49.99
"04/27/2017",49.46
"04/28/2017",49.46
"05/01/2017",50.41
"05/02/2017",49.31
"05/03/2017",48.82
"05/04/2017",47.53
"05/05/2017",47.45
"05/08/2017",46.61
"05/09/2017",47.06
"05/10/2017",48.09
"05/11/2017",49.18
"05/12/2017",49.08
"05/15/2017",51.29
"05/16/2017",51.21
"05/17/2017",51.76
"05/18/2017",51.71
"05/19/2017",52.78
"05/22/2017",53.35
"05/23/2017",53.19
"05/24/2017",53.29
"05/25/2017",52.25
"05/26/2017",50.84
"05/29/2017",52.25
"05/30/2017",50.65
"05/31/2017",49.4
"06/01/2017",50.41
"06/02/2017",48.46
"06/05/2017",48.25
"06/06/2017",48.11
"06/07/2017",47.08
"06/08/2017",46.3
"06/09/2017",46.64
"06/12/2017",47.18
"06/13/2017",46.95
"06/14/2017",45.47
"06/15/2017",45.61
"06/16/2017",45.7
"06/19/2017",45.93
"06/20/2017",43.98
"06/21/2017",44.62
"06/22/2017",44.46
"06/23/2017",44.14
"06/26/2017",44.09
"06/27/2017",46.17
"06/28/2017",46.45
"06/29/2017",47.02
"06/30/2017",47.08
"07/03/2017",49.13
"07/04/2017",49.15
"07/05/2017",47.58
"07/06/2017",48.53
"07/07/2017",46.47
"07/10/2017",46.57
"07/11/2017",46.68
"07/12/2017",46.73
"07/13/2017",47.65
"07/14/2017",47.89
"07/17/2017",47.66
"07/18/2017",47.92
"07/19/2017",48.34
"07/20/2017",48.54
"07/21/2017",47.47
"07/24/2017",47.81
"07/25/2017",49.19
"07/26/2017",50.08
"07/27/2017",50.67
"07/28/2017",52
"07/31/2017",51.99
"08/01/2017",50.77
"08/02/2017",52.09
"08/03/2017",52.88
"08/04/2017",52.48
"08/07/2017",51.42
"08/08/2017",52.18
"08/09/2017",52.16
"08/10/2017",52.59
"08/11/2017",51.47
"08/14/2017",51.29
"08/15/2017",49.9
"08/16/2017",50.39
"08/17/2017",50.37
"08/18/2017",50.96
"08/21/2017",51.94
"08/22/2017",52.29
"08/23/2017",52.31
"08/24/2017",51.73
"08/25/2017",51.87
"08/28/2017",51.87
"08/29/2017",51.64
"08/30/2017",51.91
"08/31/2017",52.69
"09/01/2017",53.15
"09/04/2017",52.6
"09/05/2017",53.63
"09/06/2017",54.48
"09/07/2017",54.16
"09/08/2017",54.55
"09/11/2017",54.2
"09/12/2017",55.06
"09/13/2017",55.52
"09/14/2017",56.76
"09/15/2017",56.18
"09/18/2017",55.5
"09/19/2017",56.58
"09/20/2017",57.2
"09/21/2017",57.73
"09/22/2017",58.16
"09/25/2017",59.42
"09/26/2017",59.77
"09/27/2017",58.74
"09/28/2017",58.8
"09/29/2017",57.02
"10/02/2017",55.67
"10/03/2017",56.12
"10/04/2017",56
"10/05/2017",57.09
"10/06/2017",55.5
"10/09/2017",55.29
"10/10/2017",56.62
"10/11/2017",56.13
"10/12/2017",56.13
"10/13/2017",56.86
"10/16/2017",57.49
"10/17/2017",57.63
"10/18/2017",58.05
"10/19/2017",57.82
"10/20/2017",57.89
"10/23/2017",57.69
"10/24/2017",57.84
"10/25/2017",58.45
"10/26/2017",58.75
"10/27/2017",60.15
"10/30/2017",60.65
"10/31/2017",61.35
"11/01/2017",60.98
"11/02/2017",60.79
"11/03/2017",61.42
"11/06/2017",64.27
"11/07/2017",64.36
"11/08/2017",63.96
"11/09/2017",64.49
"11/10/2017",64.35
"11/13/2017",62.94
"11/14/2017",60.91
"11/15/2017",61.25
"11/16/2017",61.18
"11/17/2017",61.34
"11/20/2017",61.34
"11/21/2017",62.28
"11/22/2017",62.92
"11/23/2017",63.27
"11/24/2017",63.58
"11/27/2017",63.25
"11/28/2017",63.56
"11/29/2017",63.74
"11/30/2017",63.53
"12/01/2017",64.57
"12/04/2017",63.45
"12/05/2017",63.45
"12/06/2017",62.25
"12/07/2017",62.37
"12/08/2017",63.86
"12/11/2017",65.62
"12/12/2017",64.96
"12/13/2017",63.66
"12/14/2017",63.72
"12/15/2017",63.81
"12/18/2017",64.45
"12/19/2017",63.69
"12/20/2017",64.43
"12/21/2017",64.64
"12/22/2017",64.61
"12/27/2017",66.03
"12/28/2017",66.8
"12/29/2017",66.73
"01/02/2018",66.65
"01/03/2018",67.85
"01/04/2018",68.73
"01/05/2018",68.01
"01/08/2018",68.48
"01/09/2018",69.08
"01/10/2018",69.79
"01/11/2018",70.36
"01/12/2018",69.64
"01/15/2018",70.31
"01/16/2018",69.4
"01/17/2018",69.19
"01/18/2018",69.48
"01/19/2018",68.56
"01/22/2018",69.32
"01/23/2018",69.81
"01/24/2018",69.91
"01/25/2018",71.08
"01/26/2018",70.08
"01/29/2018",68.41
"01/30/2018",67.78
"01/31/2018",67.78
"02/01/2018",68.6
"02/02/2018",67.45
"02/05/2018",67.69
"02/06/2018",66.75
"02/07/2018",65.74
"02/08/2018",64.26
"02/09/2018",63.04
"02/12/2018",62.2
"02/13/2018",61.94
"02/14/2018",62.29
"02/15/2018",62.86
"02/16/2018",64.3
"02/19/2018",64.95
"02/20/2018",64.68
"02/21/2018",64.81
"02/22/2018",66.12
"02/23/2018",67.04
"02/26/2018",67.96
"02/27/2018",67.59
"02/28/2018",66.08
"03/01/2018",64.23
"03/02/2018",64.26
"03/05/2018",65.78
"03/06/2018",65.67
"03/07/2018",65.09
"03/08/2018",63.87
"03/09/2018",65.19
"03/12/2018",64.53
"03/13/2018",64.2
"03/14/2018",63.61
"03/15/2018",63.67
"03/16/2018",64.68
"03/19/2018",64.82
"03/20/2018",66
"03/21/2018",68.15
"03/22/2018",68.98
"03/23/2018",69.03
"03/26/2018",68.81
"03/27/2018",68.63
"03/28/2018",68.13
"03/29/2018",69.02
"04/03/2018",69.02
"04/04/2018",66.04
"04/05/2018",66.54
"04/06/2018",66.51
"04/09/2018",68.19
"04/10/2018",70.67
"04/11/2018",72.74
"04/12/2018",71.44
"04/13/2018",73.18
"04/16/2018",72.05
"04/17/2018",71.71
"04/18/2018",73.73
"04/19/2018",74.85
"04/20/2018",74.62
"04/23/2018",74.54
"04/24/2018",75.86
"04/25/2018",73.79
"04/26/2018",75.39
"04/27/2018",75.33
"04/30/2018",75.92
"05/01/2018",74.85
"05/02/2018",73.14
"05/03/2018",73.45
"05/04/2018",74.75
"05/08/2018",74.16
"05/09/2018",77.6
"05/10/2018",77.59
"05/11/2018",77.37
"05/14/2018",78.17
"05/15/2018",78.94
"05/16/2018",78.19
"05/17/2018",80.09
"05/18/2018",78.38
"05/21/2018",78.34
"05/22/2018",80.42
"05/23/2018",78.69
"05/24/2018",78.9
"05/25/2018",76.6
"05/29/2018",74.51
"05/30/2018",75.89
"05/31/2018",76.45
"06/01/2018",74.54
"06/04/2018",73.41
"06/05/2018",72.91
"06/06/2018",73.23
"06/07/2018",75.23
"06/08/2018",75.11
"06/11/2018",74.58
"06/12/2018",74.86
"06/13/2018",75.07
"06/14/2018",74.77
"06/15/2018",72.02
"06/18/2018",74.87
"06/19/2018",74.92
"06/20/2018",74.25
"06/21/2018",72.87
"06/22/2018",73.67
"06/25/2018",72.82
"06/26/2018",73.58
"06/27/2018",76.09
"06/28/2018",76.26
"06/29/2018",77.44
"07/02/2018",76.71
"07/03/2018",75.87
"07/04/2018",76.99
"07/05/2018",77.09
"07/06/2018",74.98
"07/09/2018",77.08
"07/10/2018",77.8
"07/11/2018",75.35
"07/12/2018",72.11
"07/13/2018",74.11
"07/16/2018",71.03
"07/17/2018",70.87
"07/18/2018",70.52
"07/19/2018",71.94
"07/20/2018",71.99
"07/23/2018",73.45
"07/24/2018",73.53
"07/25/2018",73.67
"07/26/2018",74.51
"07/27/2018",74.84
"07/30/2018",74.99
"07/31/2018",74.16
"08/01/2018",72.28
"08/02/2018",72.95
"08/03/2018",72.48
"08/06/2018",72.51
"08/07/2018",72.31
"08/08/2018",70.71
"08/09/2018",70.55
"08/10/2018",71
"08/13/2018",70.62
"08/14/2018",70.77
"08/15/2018",68.38
"08/16/2018",69.21
"08/17/2018",70.14
"08/20/2018",71.11
"08/21/2018",71.65
"08/22/2018",72.96
"08/23/2018",73.73
"08/24/2018",74.41
"08/27/2018",74.41
"08/28/2018",75.91
"08/29/2018",76.07
"08/30/2018",77.05
"08/31/2018",76.94
"09/03/2018",77.81
"09/04/2018",77.51
"09/05/2018",76.68
"09/06/2018",75.67
"09/07/2018",75.55
"09/10/2018",76.77
"09/11/2018",78.22
"09/12/2018",80.02
"09/13/2018",77.66
"09/14/2018",77.87
"09/17/2018",78.22
"09/18/2018",79.25
"09/19/2018",79.43
"09/20/2018",79.03
"09/21/2018",78.9
"09/24/2018",80.89
"09/25/2018",82.21
"09/26/2018",81.87
"09/27/2018",81.54
"09/28/2018",82.72
"10/01/2018",84.94
"10/02/2018",85.63
"10/03/2018",85.45
"10/04/2018",86.07
"10/05/2018",85.12
"10/08/2018",84.22
"10/09/2018",85.16
"10/10/2018",83.82
"10/11/2018",81.35
"10/12/2018",80.71
"10/15/2018",80.91
"10/16/2018",80.53
"10/17/2018",79.91
"10/18/2018",80.3
"10/19/2018",80.38
"10/22/2018",80.45
"10/23/2018",78.67
"10/24/2018",77.34
"10/25/2018",77.3
"10/26/2018",77.4
"10/29/2018",77.56
"10/30/2018",75.68
"10/31/2018",74.84
"11/01/2018",71.25
"11/02/2018",71.11
"11/05/2018",72.68
"11/06/2018",70.64
"11/07/2018",70.1
"11/08/2018",69.29
"11/09/2018",69.01
"11/12/2018",69.81
"11/13/2018",65.45
"11/14/2018",64.88
"11/15/2018",65.61
"11/16/2018",65.29
"11/19/2018",64.14
"11/20/2018",61.5
"11/21/2018",61.65
"11/22/2018",61.11
"11/23/2018",57.69
"11/26/2018",59.7
"11/27/2018",59.58
"11/28/2018",57.97
"11/29/2018",58.29
"11/30/2018",57.71
"12/03/2018",60.17
"12/04/2018",61.22
"12/05/2018",61.4
"12/06/2018",57.83
"12/07/2018",61.71
"12/10/2018",60.29
"12/11/2018",59.73
"12/12/2018",59.94
"12/13/2018",59.03
"12/14/2018",58.56
"12/17/2018",57.59
"12/18/2018",55.26
"12/19/2018",55.6
"12/20/2018",52.84
"12/21/2018",51.93
"12/27/2018",51.49
"12/28/2018",50.57
"01/02/2019",54.06
"01/03/2019",53.23
"01/04/2019",55.64
"01/07/2019",57.1
"01/08/2019",56.91
"01/09/2019",59.46
"01/10/2019",60.47
"01/11/2019",59.24
"01/14/2019",58.8
"01/15/2019",58.65
"01/16/2019",59.81
"01/17/2019",59.85
"01/18/2019",62.04
"01/21/2019",62.18
"01/22/2019",60.9
"01/23/2019",61.05
"01/24/2019",61.09
"01/25/2019",61.49
"01/28/2019",59.71
"01/29/2019",60.98
"01/30/2019",61.89
"01/31/2019",62.46
"02/01/2019",61.86
"02/04/2019",62.26
"02/05/2019",61.67
"02/06/2019",62.22
"02/07/2019",61.01
"02/08/2019",61.37
"02/11/2019",61.3
"02/12/2019",62.58
"02/13/2019",63.27
"02/14/2019",64
"02/15/2019",65.65
"02/18/2019",66.41
"02/19/2019",65.86
"02/20/2019",66.82
"02/21/2019",66.91
"02/22/2019",66.91
"02/25/2019",64.02
"02/26/2019",64.51
"02/27/2019",65.55
"02/28/2019",65.03
"03/01/2019",63.71
"03/04/2019",64.44
"03/05/2019",64.24
"03/06/2019",64.51
"03/07/2019",64.82
"03/08/2019",65.66
"03/11/2019",65.06
"03/12/2019",65.33
"03/13/2019",65.89
"03/14/2019",66.18
"03/15/2019",66.11
"03/18/2019",66.65
"03/19/2019",67.13
"03/20/2019",68.35
"03/21/2019",68.3
"03/22/2019",66.29
"03/25/2019",67.37
"03/26/2019",67.51
"03/27/2019",67.35
"03/28/2019",66.08
"03/29/2019",67.93
"04/01/2019",69.08
"04/02/2019",69.68
"04/03/2019",69.21
"04/04/2019",69.8
"04/05/2019",69.93
"04/08/2019",71.12
"04/09/2019",71.02
"04/10/2019",71.63
"04/11/2019",71.3
"04/12/2019",71.57
"04/15/2019",70.9
"04/16/2019",70.74
"04/17/2019",71.14
"04/18/2019",70.71
"04/22/2019",70.71
"04/23/2019",74.39
"04/24/2019",73.59
"04/25/2019",74.94
"04/26/2019",71.03
"04/29/2019",71.22
"04/30/2019",72.19
"05/01/2019",72.01
"05/02/2019",70.56
"05/03/2019",71.95
"05/06/2019",71.95
"05/07/2019",70.98
"05/08/2019",71.09
"05/09/2019",70.61
"05/10/2019",71.63
"05/13/2019",72.35
"05/14/2019",72.53
"05/15/2019",73.09
"05/16/2019",74.7
"05/17/2019",73.94
"05/20/2019",73.21
"05/21/2019",72.94
"05/22/2019",71.94
"05/23/2019",68.37
"05/24/2019",67.98
"05/28/2019",70.19
"05/29/2019",70.64
"05/30/2019",69.55
"05/31/2019",66.78
"06/03/2019",63.16
"06/04/2019",63.56
"06/05/2019",62.14
"06/06/2019",62.77
"06/07/2019",64.1
"06/10/2019",64.31
"06/11/2019",63.56
"06/12/2019",61.66
"06/13/2019",63.28
"06/14/2019",63.13
"06/17/2019",62.56
"06/18/2019",63.35
"06/19/2019",62.85
"06/20/2019",65.44
"06/21/2019",65.99
"06/24/2019",65.16
"06/25/2019",66.24
"06/26/2019",66.85
"06/27/2019",66.78
"06/28/2019",67.52
"07/01/2019",65.1
"07/02/2019",62.72
"07/03/2019",63.53
"07/04/2019",63.62
"07/05/2019",64.23
"07/08/2019",64.89
"07/09/2019",64.3
"07/10/2019",66.41
"07/11/2019",67.64
"07/12/2019",66.65
"07/15/2019",66.86
"07/16/2019",65.87
"07/17/2019",63.67
"07/18/2019",60.7
"07/19/2019",61.04
"07/22/2019",61.96
"07/23/2019",62.28
"07/24/2019",63.83
"07/25/2019",63.47
"07/26/2019",62.46
"07/29/2019",62.29
"07/30/2019",62.55
"07/31/2019",64.07
"08/01/2019",62.9
"08/02/2019",61.12
"08/05/2019",59.32
"08/06/2019",58.63
"08/07/2019",55.03
"08/08/2019",56.29
"08/09/2019",57.37
"08/12/2019",57.13
"08/13/2019",59.9
"08/14/2019",57.86
"08/15/2019",57.37
"08/16/2019",59
"08/19/2019",59.79
"08/20/2019",59.03
"08/21/2019",60.6
"08/22/2019",59.81
"08/23/2019",58.64
"08/26/2019",58.64
"08/27/2019",58.44
"08/28/2019",60.42
"08/29/2019",60.59
"08/30/2019",61.04
"09/02/2019",58.55
"09/03/2019",57.93
"09/04/2019",60.68
"09/05/2019",62.7
"09/06/2019",61.28
"09/09/2019",63.99
"09/10/2019",64.67
"09/11/2019",63.02
"09/12/2019",60.76
"09/13/2019",61.25
"09/16/2019",68.42
"09/17/2019",65.59
"09/18/2019",64.29
"09/19/2019",64.25
"09/20/2019",65.23
"09/23/2019",64.66
"09/24/2019",64.13
"09/25/2019",62.41
"09/26/2019",62.08
"09/27/2019",62.48
"09/30/2019",60.99
"10/01/2019",60.06
"10/02/2019",57.92
"10/03/2019",58.01
"10/04/2019",59.13
"10/07/2019",59.46
"10/08/2019",58.14
"10/09/2019",59.7
"10/10/2019",59.08
"10/11/2019",60.59
"10/14/2019",58.81
"10/15/2019",59.19
"10/16/2019",59.3
"10/17/2019",59.35
"10/18/2019",59.96
"10/21/2019",58.95
"10/22/2019",60.5
"10/23/2019",60.52
"10/24/2019",61.71
"10/25/2019",62.06
"10/28/2019",60.39
"10/29/2019",61.05
"10/30/2019",60.22
"10/31/2019",59.3
"11/01/2019",60.17
"11/04/2019",62.52
"11/05/2019",62.72
"11/06/2019",62.11
"11/07/2019",62.6
"11/08/2019",62
"11/11/2019",62.58
"11/12/2019",62.19
"11/13/2019",62.27
"11/14/2019",62.46
"11/15/2019",63.32
"11/18/2019",62.82
"11/19/2019",62.37
"11/20/2019",63.8
"11/21/2019",64.99
"11/22/2019",64.83
"11/25/2019",64.67
"11/26/2019",64.82
"11/27/2019",65.03
"11/28/2019",64.68
"11/29/2019",64.5
"12/02/2019",63.2
"12/03/2019",62.95
"12/04/2019",65.25
"12/05/2019",65.67
"12/06/2019",66.5
"12/09/2019",66.44
"12/10/2019",66.57
"12/11/2019",65.37
"12/12/2019",66.67
"12/13/2019",67.44
"12/16/2019",68.04
"12/17/2019",68.99
"12/18/2019",69.12
"12/19/2019",69.7
"12/20/2019",68.66
"12/23/2019",67.49
"12/24/2019",69.26
"12/26/2019",69.26
"12/27/2019",68.91
"12/30/2019",68.3
"12/31/2019",67.77
"01/02/2020",67.05
"01/03/2020",69.08
"01/06/2020",70.25
"01/07/2020",68.74
"01/08/2020",67.31
"01/09/2020",66.58
"01/10/2020",66.77
"01/13/2020",64.14
"01/14/2020",64.45
"01/15/2020",63.29
"01/16/2020",64.63
"01/17/2020",64.05
"01/20/2020",64.63
"01/21/2020",63.66
"01/22/2020",62.11
"01/23/2020",61.26
"01/24/2020",59.34
"01/27/2020",58.54
"01/28/2020",59.37
"01/29/2020",59.46
"01/30/2020",57.72
"01/31/2020",57.77
"02/03/2020",54
